id,name,dmmId,displayName,ruby,bust,cup,waist,hip,height,birthday,bloodType,hobby,prefectures
702,塩見彩,1064393,Shiomi Aya,しおみあや,83,D,57,84,160,1996-06-17,,旅行、美容、料理、キックボクシング,
703,水澤まお（永沢まおみ）,1009783,Mizusawa Mao,みずさわまお（ながさわまおみ）,80,C,59,90,154,1990-06-25,B,DVD鑑賞、買い物,東京都
704,佳山三花,27452,Kayama Mika,かやまみか,90,,58,86,158,1982-10-13,B,物づくり、絵を描くこと、空手、バスケ,神奈川県
705,沢井真帆,14513,Sawai Maho,さわいまほ,,,,,,,,,
706,鷹宮りょう,,Ryou Takamiya,,,,,,,,,,
707,松本梨穂,1077523,Matsumoto Riho,まつもとりほ,,,,,,,,,
708,千石もなか,1077382,Sengoku Monaka,せんごくもなか,,,,,,,,,
709,笠木いちか,1050080,Kasagi Ichika,かさぎいちか,,,,,,,,,
710,愛乃零,1057921,兼咲みゆ（愛乃零、浅見せな）,かねさきみゆ（あいのれいあさみせな）,,,,,,,,,
711,松下ひかり,1014823,Matsushita Hikari,まつしたひかり,,,,,,,,,
712,倖田李梨（倖田美梨、岩下美季）,12565,Kouda Riri,こうだりり（こうだみり、いわしたみき）,83,D,58,88,160,1975-01-01,,,
713,西野絵美,1078111,Emi Nishino,にしのえみ,,,,,,,,,
714,桃尻かのん,1042123,Momojiri Kanon,ももじりかのん,83,D,57,83,144,1998-07-07,B,旅行・吹奏楽,滋賀県
715,黒川さりな,1041476,Kurokawa Sarina,くろかわさりな,88,H,56,85,160,1996-12-12,,水泳、Netflixを見ること,
716,葉月美音,1026969,Hazuki Mion,はづきみおん,93,I,,,,,,,
717,哀川りん,1007174,Aikawa Rin,あいかわりん,90,F,58,90,168,1992-05-14,,音楽鑑賞,
718,椎名ひかる,1005195,Shiina Hikaru,しいなひかる,81,E,59,84,160,1991-12-06,A,ショッピング、書道,宮城県
719,榊なち,27851,Nachi Sakaki,さかきなち,,,,,,,,,
720,愛弓りょう,1069634,Ayumi Ryou,あゆみりょう,90,G,58,85,,,,,
721,琴石ゆめる,1065375,Kotoishi Yumeru,こといしゆめる,,,,,,,,,
722,田所百合,1059940,Tadokoro Yuri,たどころゆり,,,,,,,,,
723,安城アンナ,1012868,Anjou Anna,あんじょうあんな,85,C,58,86,165,1991-11-01,A,マラソン・ショッピング,東京都
724,白鳥美鈴,18909,Shiratori Misuzu,しらとりみすず,88,D,59,84,162,1970-01-01,,,
725,山井すず,1042976,Yamai Suzu,やまいすず,84,C,57,83,,1997-08-10,,バドミントン,
726,戸田真琴,1035021,Toda Makoto,とだまこと,83,C,58,83,152,1996-10-09,A,映像制作、散歩,
727,さくら悠,1012598,Sakura Yuu,さくらゆう,110,J,60,88,156,1989-04-02,A,ゴルフ、カラオケ,東京都
728,七瀬いおり,1057837,Nanase Iori,ななせいおり,88,F,60,93,,1993-11-23,,下着集め、お酒,
729,永野いち夏,1053029,Nagano Ichika,ながのいちか,78,C,54,75,150,,A,アニメ・ゲーム・カラオケ,
730,一条リオン,1032018,Ichijou Rion,いちじょうりおん,,,,,,,,,
731,美山蘭子,,Ranko Miyama,,,,,,,,,,
732,一戸のぞみ,26018,Ichinohe Nozomi,いちのへのぞみ,93,G,60,92,178,1983-12-12,O,食べること,神奈川県
733,椎葉みくる,1043259,Shiiba Mikuru,しいばみくる,,,,,,,,,
734,工藤れいか,25207,Kudou Reika,くどうれいか,,,60,85,152,1988-05-12,,エステ、ダイエット,
735,白石もも,1086062,Shiraishi Momo,しらいしもも,,,,,,,,,
736,石川澪,1072127,Ishikawa Mio,いしかわみお,82,B,58,86,158,,,音楽鑑賞、チアダンス,
737,坂咲みほ,1042825,Sakazaki Miho,さかざきみほ,,,,,,,,,
738,園田みおん,1031005,Sonoda Mion,そのだみおん,90,G,58,88,,1994-11-11,,アニメ・カラオケ/,神奈川県
739,藤井彩,5211,Fujii Aya,ふじいあや,85,E,58,89,156,1984-05-29,A,料理、歌うこと,千葉県
740,穂花あいり,1074353,Honoka Airi,ほのかあいり,,,,,,,,,
741,本田もも,1067531,Honda Momo,ほんだもも,85,E,58,86,168,1997-05-08,,食べ歩き/料理,東京都
742,佐藤りこ,1054993,Satou Riko,さとうりこ,,,,,,,,,
743,月本愛,1034073,Tsukimoto Ai,つきもとあい,90,G,60,86,154,1994-12-09,O,散歩,神奈川県
744,青井いちご,1021911,Aoi Ichigo,あおいいちご,78,B,57,82,143,1995-01-13,A,ゲーム,千葉県
745,近藤郁（近藤郁美）,1019466,Kondou Iku,こんどういく（こんどういくみ）,,,,,,,,,
746,綾瀬みなみ,1088751,Ayase Minami,あやせみなみ,44,I,26,35,156,1992-05-02,,,
747,永瀬あき,20772,Nagase Aki,ながせあき,95,,61,88,149,1987-09-13,O,ショッピング,
748,皇ゆず,1071712,Sumeragi Yuzu,すめらぎゆず,86,E,55,82,155,1996-01-16,O,美容、体を動かす事,北海道
749,真白希実,30375,Mashiro Nozomi,ましろのぞみ,85,D,60,90,160,,,音楽鑑賞、バトン,東京都
750,瀬戸ひなた,22027,Seto Hinata,せとひなた,83,D,59,85,148,1988-10-04,O,,新潟県
751,当真ゆき（桜井マミ）,11238,Touma Yuki,とうまゆき（さくらいまみ）,92,F,60,88,164,1983-03-15,B,音楽鑑賞、カラオケ、ビリヤード,東京都
752,楓ふうあ,1071155,Kaede Fuua,かえでふうあ,93,F,59,88,170,,,,
753,藤沢麗央,1065523,Fujisawa Reo,ふじさわれお,,,,,,,,,
754,桐島美奈子,1028859,Kirishima Minako,きりしまみなこ,90,G,60,85,156,,,,
755,宮下つばさ,1007981,Miyashita Tsubasa,みやしたつばさ,,,,,,,,,
756,浜辺栞帆,1076340,Hamabe Kaho,はまべかほ,87,G,60,87,156,1997-04-15,,水泳、毎月100冊読書,
757,小野夕子,1057924,Ono Yuuko,おのゆうこ,92,H,56,88,160,,,カメラ、映画鑑賞、なわとび,東京都
758,平花,1049866,Taira Hana,たいらはな,75,D,55,82,140,1999-08-07,,カラオケ、ドライブ,
759,武藤つぐみ,1022534,Mutou Tsugumi,むとうつぐみ,,,,,,,,,
760,新山沙弥,1020362,Niiyama Saya,にいやまさや,83,D,59,83,150,,,ショッピング、バドミントン,
761,野宮さとみ,1017973,Nomiya Satomi,のみやさとみ,86,F,57,88,160,1992-12-14,,お菓子作り、スポーツ,群馬県
762,白石かんな,1058418,Shiraishi Kanna,しらいしかんな,,,,,,,,,
763,皆野あい,1031823,Minano Ai,みなのあい,,,,,,,,,
764,京野美麗,1023609,Kyouno Mirei,きょうのみれい,90,E,61,90,162,,,,
765,冴島かおり,1017667,Saejima Kaori,さえじまかおり,88,F,58,87,156,1989-08-16,A,,東京都
766,葉月奈穂,14602,Hazuki Naho,はづきなほ,88,H,57,89,158,1984-05-03,O,ショッピング、テニス、料理,
767,北岡果林,1092427,Kitaoka Karin,きたおかかりん,,,,,,,,,
768,本庄優花,1023679,Honjo Yuuka,ほんじょうゆうか,86,E,60,87,157,,O,歌うこと、エステ,
769,高梨あゆみ,1013200,Takanashi Ayumi,たかなしあゆみ,88,E,60,90,170,1989-02-04,,,
770,緒川りお,1018986,Ogawa Rio,おがわりお,86,,58,83,155,1993-03-15,B,ショッピング・カラオケ,
771,美雪ありす,1008170,Miyuki Alice,みゆきありす,86,F,56,85,167,1987-04-25,A,犬の散歩、資格をとること,北海道
772,鈴木杏里,15960,Suzuki Anri,すずきあんり,88,F,59,87,167,1985-12-11,O,カラオケ、ヘアメイク、ダーツ,東京都
773,山口珠理,1138,Yamaguchi Shuri,やまぐちしゅり,90,E,59,90,164,,,,
774,ちゃんよた,1065931,Chan Yota,ちゃんよた,,,,,,,,,
775,中野七緒,1053519,Nakano Nao,なかのなお,88,H,57,84,,,,,
776,一ノ瀬アメリ（美空あやか、栗栖エリカ）,1000735,Ichinose Ameri,いちのせあめり（みそらあやか、くりすえりか）,88,E,56,83,167,1987-09-16,O,ショッピング、バトミントン,神奈川県
777,朝日奈あかり,28045,Asahina Akari,あさひなあかり,85,E,59,85,160,1988-05-30,A,バスケットボール,群馬県
778,浅田ちち,24489,Asada Chichi,あさだちち,103,K,60,87,160,1986-04-25,A,映画鑑賞,
779,望月つぼみ,1083675,Mochizuki Tsubomi,もちづきつぼみ,82,E,54,80,150,2003-11-16,,,
780,葉月もえ,1039204,Hazuki Moe,はづきもえ,,,,,,,,,
781,桃園怜奈,1032761,Momozono Rena,ももぞのれな,97,I,56,91,154,1996-07-27,,バスケ、バレー,兵庫県
782,星美りか,1006266,Hoshimi Rika,ほしみりか,83,E,59,80,150,1990-09-20,A,お散歩、料理、水泳、ゴルフ,静岡県
783,上坂めい,1073338,Kamisaka Mei,かみさかめい,,,,,,,,,
784,八掛うみ,1064982,Yatsugake Umi,やつがけうみ,80,,57,85,160,2000-09-02,A,料理/フルート,東京都
785,葵いぶき,1061760,Aoi Ibuki,あおいいぶき,88,G,59,90,162,2001-05-18,,,
786,朝比奈ななせ,1059333,Asahina Nanase,あさひなななせ,83,D,60,84,157,2000-09-06,A,バレーボール、音楽鑑賞,
787,花宮レイ,1052881,Hanamiya Rei,はなみやれい,,,,,,,,,
788,みなせ優夏,1011096,Minase Yuuka,みなせゆうか,98,H,58,86,,1990-09-10,A,料理、バレーボール,神奈川県
789,雨宮真貴,1007872,Amamiya Maki,あまみやまき,,,,,,,,,
790,桜庭彩,29803,Sakuraba Aya,さくらばあや,83,C,58,85,157,,,寝ること,
791,Marin.,16361,Marin,まりん,86,D,57,84,155,1987-07-20,O,体を動かすこと、ゴロゴロすること,京都府
792,nao.（小池ひとみ）,7543,Nao,なお（こいけひとみ）,86,E,58,82,168,1984-09-05,B,音楽鑑賞、スノーボード,東京都
793,前田美波,1078739,Maeda Minami,まえだみなみ,,,,,,,,,
794,早乙女ゆい,1026641,Saotome Yui,さおとめゆい,,,,,,,,,
795,星咲優菜,1020689,Hoshizaki Yuuna,ほしざきゆうな,97,H,59,88,154,,,,
796,西野エリカ,1017876,Nishino Erika,にしのえりか,,,,,,,,,
797,牧野絵里,1003088,Makino Eri,まきのえり,93,H,60,90,152,,,,
798,黒木いちか（東条かれん）,26672,Kuroki Ichika,くろきいちか（とうじょうかれん）,83,C,60,88,156,1987-04-10,,カラオケ、買い物,北海道
799,吉崎直緒,13905,Yoshizaki Nao,よしざきなお,87,E,57,85,163,1985-12-20,A,ショッピング、ダンス,神奈川県
800,杏咲望,1023265,Anzaki Nozomi,あんざきのぞみ,83,C,58,85,151,1995-07-05,O,料理,東京都
801,辻本杏,1020002,Tsujimoto An,つじもとあん,82,C,57,80,155,1993-12-13,,お菓子作り、読書、アニメ鑑賞、卵焼き、服作り,栃木県
802,小嶋ジュンナ,1009759,Kojima Junna,こじまじゅんな,,,,,,,,,
803,瑠川リナ,1003532,Rukawa Rina,るかわりな,81,,59,85,155,1991-02-23,A,音楽、アニメ、ショッピング,千葉県
804,和久井美兎,1076762,Wakui Mito,わくいみと,88,F,57,86,155,2000-12-26,A,アイドルの追っかけ、お琴,東京都
805,美波こづえ,1068132,Minami Kozue,みなみこづえ,,,,,,,,,
806,広瀬りおな,1058559,Hirose Riona,ひろせりおな,88,F,54,80,160,,,プロレス、MMA、サッカー観戦、フルート、映画鑑賞,
807,瀬戸すみれ,1037619,Seto Sumire,せとすみれ,,,,,,,,,
808,藤下梨花,1015274,Fujishita Rika,ふじしたりか,96,H,63,88,162,,,,
809,西園寺れお,1013254,Saionji Reo,さいおんじれお,,,,,,,,,
810,瀬奈涼,1003630,Sena Ryou,せなりょう,88,C,60,83,162,1985-07-15,A,料理、スノボー,東京都
811,羽田あい,28372,Haneda Ai,はねだあい,87,D,55,85,169,1989-09-22,O,ゲーム、美味しい店を探す、料理,東京都
812,音琴るい,1075751,Negoto Rui,ねごとるい,,,,,,,,,
813,時田こずえ,1048339,Tokita Kozue,ときたこずえ,,,,,,,,,
814,北川ゆず,1033059,Kitagawa Yuzu,きたがわゆず,83,D,53,84,156,1997-03-15,,料理、ダーツ、体が柔らかい,東京都
815,吉岡奈々子,27730,Yoshioka Nanako,よしおかななこ,90,E,66,98,170,,,,
816,松下ゆうか（愛乃彩音、藤咲ゆうか）,23588,Matsushita Yuuka,まつしたゆうか（あいのあやね、ふじさきゆうか）,88,D,60,86,155,1982-01-04,,お酒、水泳,神奈川県
817,大原あむ,1068130,Oohara Amu,おおはらあむ,,,,,,,,,
818,夏目響,1069029,Natsume Hibiki,なつめひびき,32,,23,35,165,1998-11-22,,,
819,宮下華奈,1030090,Miyashita Kana,みやしたかな,,,,,,,,,
820,水沢のの,1021919,Mizusawa Nono,みずさわのの,86,E,60,83,165,1993-09-26,B,人間観察、ウォーキング,新潟県
821,逢沢みゆ,1088602,Aizawa Miyu,あいざわみゆ,,,,,,,,,
822,Maika,11289,Maika,まいか（みゅー）,83,D,57,85,156,1987-05-15,A,歌、笑顔,東京都
823,広瀬結香,1056227,Hirose Yuka,ひろせゆか,92,G,60,88,156,,,音楽、アルトサックス、料理,東京都
824,坂道みる,1047128,Sakamichi Miru,さかみちみる,82,,54,84,157,,B,映画鑑賞、お菓子作り,岐阜県
825,七海ティナ,1046149,Nanami Tina,ななみてぃな,85,D,56,88,160,1993-12-08,B,筋トレ・ボクシング・ボルダリング、ダンス・アイスの早食い,愛知県
826,後藤里香,1038466,Gotou Rika,ごとうりか,96,I,63,86,154,,,,
827,月野ゆりあ,1037509,Tsukino Yuria,つきのゆりあ,,,,,,1997-05-05,,読書、水泳、茶道,長野県
828,青山葵,1014181,Aoyama Aoi,あおやまあおい,102,I,64,96,174,1979-08-08,O,,京都府
829,周防ゆきこ,1002515,Suou Yukiko,すおうゆきこ,85,F,56,93,158,1988-12-03,A,ダンス、マッサージ、ゲーム、漫画、猫,神奈川県
830,宮下玲奈,1075464,Miyashita Rena,みやしたれな,83,D,57,85,,,,,
831,並木優,25066,Namiki Yuu,なみきゆう,83,E,58,85,160,1989-03-03,O,ショッピング、カフェめぐり、カラオケ、ケン玉,東京都
832,円井萌華,1076342,Marui Moeka,まるいもえか,,,,,,,,,
833,一乃あおい,1075159,Ichino Aoi,いちのあおい,93,G,59,90,165,1989-09-16,,ドライブ、読書、映画鑑賞、カフェ,京都府
834,夏目ナナ,5219,Natsume Nana,なつめなな,93,G,58,85,163,1982-01-23,O,お菓子作り、ネイルアート,大阪府
835,涼海みさ,1032843,Suzumi Misa,すずみみさ,,,,,,,,,
836,高沢沙耶,1009388,Takazawa Saya,たかざわさあや,,,,,,,,,
837,真咲南朋（楓モモ、安藤なつ妃）,27565,Masaki Nao,まさきなお（かえでもも、あんどうなつき）,82,,60,90,161,,,,
838,桜井梨花,15490,Sakurai Rika,さくらいりか,84,C,56,84,165,1986-04-12,A,買い物、カラオケ,埼玉県
839,松野ゆい,13322,Matsuno Yui,まつのゆい,86,D,59,86,165,1985-01-11,B,人間観察、カラオケ、バスケット、陸上、料理、すぐ寝れる,東京都
840,有栖舞衣,1082672,Arisu Mai,ありすまい,,,,,,,,,
841,柊るい,1053258,Hiiragi Rui,ひいらぎるい,87,F,59,88,150,1999-12-19,,,
842,伊東沙蘭,1051235,Itou Sara,いとうさら,,,,,,,,,
843,緒方泰子,1036215,Ogata Yasuko,おがたやすこ,86,D,63,86,160,,,,
844,伊東真緒,1025941,Itou Mao,いとうまお,90,F,58,88,168,1992-06-09,,コスプレ（衣装作り）、空手（茶帯）、茶道、華道,
845,板野有紀,1018000,Itano Yuuki,いたのゆうき,74,,56,80,152,,,ショッピング、映画鑑賞、マッサージ,
846,杉原えり,1008640,Sugihara Eri,すぎはらえり,,,,,,,,,
847,響乃うた,1082971,Hibino Uta,ひびのうた,,,,,,,,,
848,音羽文子,1039192,Otowa Ayako,おとわあやこ,92,E,65,92,170,,,,
849,小川桃果,1029919,Ogawa Momoka,おがわももか,91,F,61,92,160,1990-03-10,,音楽鑑賞,千葉県
850,若菜みなみ,1025942,Wakana Minami,わかなみなみ,88,E,60,86,155,,,,
851,小出遥,1007984,Koide Haruka,こいではるか,90,G,61,88,154,,,,
852,三咲恭子,29754,Misaki Kyouko,みさききょうこ,100,G,63,88,160,1973-07-01,,陶芸、スポーツ,
853,飯島夏希,19412,Iijima Natsuki,いいじまなつき,90,G,57,83,155,1986-08-04,O,映画鑑賞,東京都
854,宇流木さらら,1085922,Uruki Sarara,うるきさらら,,,,,,,,,
855,玉城夏帆,1075460,Tamashiro Kaho,たましろかほ,,,,,,,,,
856,紺野みいな,1069437,Konno Miina,こんのみいな,,,,,,,,,
857,岩佐あゆみ,1011715,Iwasa Ayumi,いわさあゆみ,86,D,58,86,155,,,,
858,前田優希,1007786,Maeda Yuuki,まえだゆうき,97,H,59,88,154,1990-05-25,,体を動かす事、バスケットボール,東京都
859,新尾きり子,1000914,Niio Kiriko,にいおきりこ,,,,,,,,,
860,小桜沙樹,1000192,Kozakura Saki,こざくらさき,85,D,55,82,152,1988-08-10,O,料理、ボーリング,岩手県
861,望月りさ,1045338,Mochizuki Risa,もちづきりさ,,,,,,,,,
862,美原すみれ,1042423,Mihara Sumire,みはらすみれ,,,,,,,,,
863,橋本れいか,1040791,Hashimoto Reika,はしもとれいか,83,C,62,89,153,,,,東京都
864,水樹りさ,1014035,Mizuki Risa,みずきりさ,86,C,58,86,157,1990-10-14,A,料理,神奈川県
865,絵色千佳,1004964,Eiro Chika,えいろちか,79,A,58,85,156,1990-11-01,O,DVD鑑賞,秋田県
866,青山ひかる,24726,Aoyama Hikaru,あおやまひかる,80,,57,80,152,1989-02-02,,勉強、料理,神奈川県
867,朝宮涼子,23409,Asamiya Ryouko,あさみやりょうこ,,,,,,,,,
868,広瀬なるみ,1057476,Hirose Narumi,ひろせなるみ,,,,,,,,,
869,吉澤友貴,1030864,Yoshizawa Yuki,よしざわゆき,88,E,57,85,156,,,,
870,柊ゆうき,1077840,Hiiragi Yuuki,ひいらぎゆうき,,,,,,,,,
871,丘えりな,1059611,Oka Erina,おかえりな,75,,59,90,156,2000-08-25,,,長崎県
872,水卜麻衣奈,1048128,Miura Maina,みうらまいな,,,,,,,,,
873,逢沢まりあ,1039866,Ousawa Maria,おうさわまりあ,90,,60,87,157,1994-05-14,O,買い物、球技,埼玉県
874,清城ゆき,1036643,Seijou Yuki,せいじょうゆき,88,F,58,88,,,,ヨガ,
875,今藤霧子,1032465,Imafuji Kiriko,いまふじきりこ,,,,,,,,,
876,鈴原エミリ,,Emiri Suzuhara,,,,,,,,,,
877,夏川未来（小春）,1003746,Natsukawa Miku,なつかわみく（こはる）,90,G,57,83,156,1985-08-28,,スポーツ,東京都
878,橘エレナ,30575,Tachibana Elena,たちばなえれな,92,F,65,88,153,1975-01-09,A,ピアノ、バドミントン,埼玉県
879,朝日りん,1070153,Asahi Rin,あさひりん,,,,,,,,,
880,初愛ねんね,1065526,Ui Nenne,ういねんね,,,,,,,,,
881,由來ちとせ,1036875,Yura Chitose,ゆらちとせ,110,J,72,100,168,,,,
882,波木はるか,1031830,Namiki Haruka,なみきはるか,81,C,58,83,158,1993-07-07,A,,東京都
883,寺島志保,1015559,Terashima Shiho,てらしましほ,100,J,73,98,,,,,
884,夏川るい,22659,Natsukawa Rui,なつかわるい,84,,60,85,148,1987-07-01,AB,料理、テニス、ダンス,東京都
885,伊織ひなの,1080339,Iori Hinano,いおりひなの,,,,,,,,,
886,藤井レイラ,1070578,Fujii Reira,ふじいれいら,,,,,,,,,
887,飛鳥りん,1034540,Asuka Rin,あすかりん,86,E,54,85,150,1997-01-08,,,京都府
888,望月加奈（松沢真理）,10857,Mochizuki Kana,もちづきかな（まつざわまり）,92,G,61,86,158,1972-07-24,A,ボーリング、カラオケ、華道、ゴルフ、テニス,千葉県
889,涼宮琴音,1033121,Suzumiya Kotone,すずみやことね,84,D,60,84,157,1992-06-27,A,カラオケ、料理,東京都
890,葵,1094634,Aiba Himari,あいばひまり,36,H,23,35,160,1994-12-03,,,
891,野中あんり,22668,Nonaka Anri,のなかあんり,74,A,56,84,154,1988-11-25,A,映画鑑賞,東京都
892,新堂有望,1548,Shindou Yumi,しんどうゆみ,83,,56,82,154,1973-04-19,AB,,
893,坂上友香,1041,Sakagami Yuka,さかがみゆか,86,F,60,88,160,1978-08-31,A,スポーツ全般,
894,月野江すい,1087778,Tsukinoe Sui,つきのえすい,,,,,,,,,
895,美澄玲衣,1079121,Misumi Rei,みすみれい,,,,,,,,,
896,渡辺まお,1061248,Watanabe Mao,わたなべまお,,,,,,,,,
897,RION,1031775,RION,りおん,105,J,58,89,161,,,,
898,瀬奈まお,1023944,Sena Mao,せなまお,84,C,56,85,152,1994-11-11,,お菓子作り、ゲーム、料理、マッサージ,秋田県
